molecule_chembl_id,pchembl_value,smiles,ROMol
CHEMBL4634867,7.58,O=C(NCC1CCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6E510>
CHEMBL4795876,7.58,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2cccc(F)c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6E580>
CHEMBL1957952,7.58,Cc1ccc(S(=O)(=O)Nc2ccc(CCNC(=O)c3ccc(O)c4[nH]c(-c5ccc(F)cc5)nc34)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6E5F0>
CHEMBL4742138,7.57,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2Cl)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6E660>
CHEMBL251393,7.57,Brc1cnn2c(NCc3cccnc3)cc(C3CCCCC3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6E6D0>
CHEMBL3093053,7.57,Cn1c(NCC(=O)c2ccccc2F)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6E740>
CHEMBL1082236,7.57,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)c(O)c3)ccc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6E7B0>
CHEMBL2206750,7.57,O=C1N=C(NCc2ccccc2)S/C1=C\c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6E820>
CHEMBL3736167,7.57,O=C(O)CN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccc(F)c4F)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6E890>
CHEMBL2048668,7.57,CN(C)S(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccc(F)cc4)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6E900>
CHEMBL407003,7.57,CCCC(=O)Nc1n[nH]c2ncc(-c3ccccc3Cl)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6E970>
CHEMBL3091547,7.57,Cn1c(N2CCOC(c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6E9E0>
CHEMBL2391122,7.57,O=[N+]([O-])c1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EA50>
CHEMBL3968891,7.56,O=C1N/C(=N/c2ccccc2)S/C1=C\c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EAC0>
CHEMBL4787336,7.56,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCC#Cc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EB30>
CHEMBL599224,7.55,CC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EBA0>
CHEMBL470168,7.55,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1C#N,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EC10>
CHEMBL160586,7.55,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(Cl)c(C(=O)O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EC80>
CHEMBL1682356,7.55,Clc1cc(Cl)cc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6ECF0>
CHEMBL4636306,7.55,COCc1ccncc1-c1ccc2[nH]nc(C(=O)NCC3CCOCC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6ED60>
CHEMBL2391121,7.54,N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EDD0>
CHEMBL4098678,7.54,C[C@@H]1CNCCN1c1nc(-c2ccncc2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EE40>
CHEMBL1082011,7.52,COc1cccc(C2=NNC(=O)/C2=N\Nc2cccnc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EEB0>
CHEMBL559559,7.52,CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4Cl)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EF20>
CHEMBL1081631,7.52,COc1ccc(N/N=C2\C(=O)NN=C2c2ccncc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EF90>
CHEMBL329505,7.52,O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2ccccc2N1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82040>
CHEMBL405759,7.52,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E820B0>
CHEMBL258081,7.52,Nc1ncnc2oc(-c3cccnc3)c(-c3ccc(NS(=O)(=O)c4ccccc4)cc3)c12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82120>
CHEMBL3410093,7.52,COc1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82190>
CHEMBL361723,7.52,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccccc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82200>
CHEMBL403405,7.52,COc1cccc(Nc2nccc(C3=C(c4ccccc4)NN4C=CC=CC34)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82270>
CHEMBL3652547,7.52,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(C2CCOCC2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E822E0>
CHEMBL181959,7.52,COc1ccc(-c2cc3c(NC(=O)C4CCCC4)ncnc3o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82350>
CHEMBL364197,7.52,Cc1ccc2c(-c3ccnc(Nc4ccc(F)c(F)c4)n3)c(-c3ccccc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E823C0>
CHEMBL3661031,7.52,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(-c2ccccc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82430>
CHEMBL3410109,7.52,NC(=O)c1cnc(-c2ccnc(NC(=O)C3CC3)c2)cn1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E824A0>
CHEMBL396327,7.52,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCc1ccc(c(N3CCCC3)n1)CCCn1cc2c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82510>
CHEMBL2048675,7.52,Cc1ccncc1NC(=O)c1ccnc2[nH]c(N3CCC(c4ccccc4)C3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82580>
CHEMBL311228,7.52,CC(C)n1cnc2/c(=N/c3cccc(Cl)c3)nc(NCCO)[nH]c21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E825F0>
CHEMBL359963,7.52,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82660>
CHEMBL3647952,7.52,CN1CCN(CCNC(=O)c2cc3c(NCCNc4ccc(C#N)cn4)nc(-c4ccc(Cl)cc4Cl)cn3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E826D0>
CHEMBL3401122,7.52,CC[C@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82740>
CHEMBL188785,7.52,COc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)cnn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E827B0>
CHEMBL3735967,7.51,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccnc4)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82820>
CHEMBL4633607,7.51,O=C(NC1CCCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82890>
CHEMBL1957953,7.51,O=C(O)COc1cccc(CCCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4)nc23)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82900>
CHEMBL103421,7.51,CCN1CCOCCN(CC)CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82970>
CHEMBL4643095,7.51,NCCCn1cc(C2=C(c3cccc4ccccc34)C(=O)NC2=O)c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E829E0>
CHEMBL333829,7.51,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cccs1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82A50>
CHEMBL4873612,7.51,O=C(Nc1cncc(OCC2CCN(Cc3ccc(F)cc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82AC0>
CHEMBL1081616,7.51,COc1cccc(C2=C(c3cn(C)c4cc(F)ccc34)C(=O)NC2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82B30>
CHEMBL4799661,7.51,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4ccc(OC)cc24)CCCC3)nn1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82BA0>
CHEMBL1834324,7.51,CC(C)[C@@H]1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82C10>
CHEMBL1834125,7.51,COc1c(NCCNc2cccc3ccccc23)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82C80>
CHEMBL430694,7.51,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82CF0>
CHEMBL1969664,7.51,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82D60>
CHEMBL3919553,7.5,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82DD0>
CHEMBL2391125,7.5,COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c(C#N)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82E40>
CHEMBL5186025,7.49,O=C1Nc2ccc(Br)cc2/C1=N/NC(=O)c1cc2cc(Br)ccc2o1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82EB0>
CHEMBL4641148,7.48,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cnccc3CO)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82F20>
CHEMBL1940900,7.48,C[C@H]1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(N)=O)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82F90>
CHEMBL106384,7.48,CN1CCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62040>
CHEMBL562416,7.48,Cc1cc(Nc2nc(Sc3cccc(Cl)c3)nc3ccccc23)n[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E620B0>
CHEMBL442802,7.47,CC(=O)NCCSc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62120>
CHEMBL2071201,7.47,Cn1cc(Nc2ncc(Br)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62190>
CHEMBL4648050,7.47,C=CC(=O)Nc1cccc(C2=C(c3cn(C(C)C)c4ncccc34)C(=O)NC2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62200>
CHEMBL340776,7.47,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCOCCOCCOCCn1cc2c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62270>
CHEMBL4288850,7.47,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCNc1c2c(nc3ccccc13)CCCC2,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E622E0>
CHEMBL574588,7.47,Cc1ccc(-c2ccc3occ(-c4ccc([S@+](C)[O-])cc4)c3c2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62350>
CHEMBL3401130,7.46,Cn1c(N2CCO[C@H]3CCC[C@@H]32)nc(-c2ccncc2F)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E623C0>
CHEMBL398621,7.46,Clc1ccccc1-c1cc(NCOc2cccnc2)n2ncc(Br)c2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62430>
CHEMBL522751,7.46,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(I)ccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E624A0>
CHEMBL495039,7.46,COc1cc(NCCCN)c2nccc(C)c2c1Oc1cccc(C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62510>
CHEMBL260243,7.46,O=C(Nc1n[nH]c2cc(-c3ccoc3)ccc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62580>
CHEMBL1081128,7.46,COc1cccc(C2=C(c3cn(C)c4cc(C)ccc34)C(=O)NC2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E625F0>
CHEMBL574591,7.46,Cc1ccc(-c2ccc3occ(-c4ccc([S+](C)[O-])cc4)c3c2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62660>
CHEMBL301138,7.46,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E626D0>
CHEMBL574159,7.46,CC[S+]([O-])c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62740>
CHEMBL2391100,7.46,CC(=O)Nc1cc(-c2nnc(SCc3ccccc3)o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E627B0>
CHEMBL1081278,7.46,COc1cccc(N/N=C2\C(=O)NN=C2c2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62820>
CHEMBL4536012,7.46,CCc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62890>
CHEMBL2386105,7.45,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)c(F)cc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62900>
CHEMBL1241659,7.44,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCCc1ccc(s1)CCCn1cc2c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62970>
CHEMBL2064520,7.44,COC(=O)c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E629E0>
CHEMBL1940905,7.44,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCC1)CCO2,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62A50>
CHEMBL549804,7.44,CCCCNc1nccc(-c2cc(C(=O)NCCCc3cccnc3)c(=O)[nH]n2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62AC0>
CHEMBL3398203,7.44,O=C1NC(=O)C(c2nnc3ccccn23)=C1c1cn(CCCn2ccnc2)c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62B30>
CHEMBL4875188,7.44,COc1ccccc1C1=C(Nc2cccc(C#N)c2)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62BA0>
CHEMBL260663,7.44,O=C(Nc1n[nH]c2nc(-c3ccccc3O)ccc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62C10>
CHEMBL392167,7.43,CN(C)c1nc2ccc1CCCn1cc(c3ccccc31)C1=C(C(=O)NC1=O)c1cn(c3ccccc13)CCC2,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62C80>
CHEMBL324268,7.43,COc1ccccc1C1=C(c2cn(CCCN)c3ncccc23)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62CF0>
CHEMBL4787590,7.43,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCc1cn(CCNc2c3c(nc4ccc(OC)cc24)CCCC3)nn1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62D60>
CHEMBL1940906,7.43,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCO2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62DD0>
CHEMBL3410088,7.43,Cc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62E40>
CHEMBL4764558,7.42,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccc(F)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62EB0>
CHEMBL3670690,7.42,O=C(NCc1ccccc1)Nc1ccc2c(c1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62F20>
CHEMBL578628,7.42,CCS(=O)(=O)c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62F90>
CHEMBL3093033,7.42,Cc1cccc(C(=O)CNc2nc(-c3ccncc3)cc(=O)n2C)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69040>
CHEMBL4454448,7.42,Nc1ncc(-c2ccncc2)cc1/N=C/c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E690B0>
CHEMBL181464,7.42,CN(C)C(=O)N1CCn2cc(C3=C(c4ccn5ncccc45)C(=O)NC3=O)c3cccc(c32)C1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69120>
CHEMBL4645145,7.41,O=C(NC1CCS(=O)(=O)CC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69190>
CHEMBL1079967,7.41,COc1cccc(C2=NNC(=O)/C2=N\Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69200>
CHEMBL3093049,7.41,Cn1c(NCCC2CCCCC2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69270>
CHEMBL4452444,7.41,NC(=O)c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E692E0>
CHEMBL3735061,7.41,O=C(NCC1CCN(CCc2ccccc2)CC1)c1n[nH]c2ccc(-c3cccnc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69350>
CHEMBL2064533,7.41,N#Cc1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E693C0>
CHEMBL540245,7.41,O=C(NCc1ccc(Cl)cc1)c1cc(-c2ccc(O)c(F)c2)n[nH]c1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69430>
CHEMBL1682345,7.41,c1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E694A0>
CHEMBL4785004,7.41,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c2)nc1OCC1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69510>
CHEMBL260231,7.41,O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69580>
CHEMBL562089,7.4,O=C(CN1CCOCC1)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(F)cc4)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E695F0>
CHEMBL434729,7.4,Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69660>
CHEMBL5172659,7.4,COc1ccc2c(c1)/C(=N/NC(=O)c1cc3cc(Br)ccc3o1)C(=O)N2,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E696D0>
CHEMBL321529,7.4,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCN(CCO)CCOCCn1cc2c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69740>
CHEMBL189288,7.4,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(Cl)c(C(F)(F)F)c3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E697B0>
CHEMBL4638292,7.4,Nc1ncc(-c2ccccc2)nc1C(=O)Nc1cnccc1N1CCC(C(=O)O)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69820>
CHEMBL3969996,7.4,O=C1N/C(=N/c2ccccc2)S/C1=C\c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69890>
CHEMBL2177142,7.4,COc1cc(C2=C(c3c[nH]c4ccncc34)C(=O)NC2=O)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69900>
CHEMBL319467,7.4,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69970>
CHEMBL1099276,7.4,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@@H](CN)c3ccccc3)cc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E699E0>
CHEMBL2386103,7.4,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)ccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69A50>
CHEMBL191384,7.4,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69AC0>
CHEMBL1940977,7.4,C[C@H]1COc2c(NCCCc3ccccc3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69B30>
CHEMBL3735459,7.4,O=C(O)CN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccc(Cl)c4Cl)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69BA0>
CHEMBL3736449,7.4,Cc1ccc(-c2ccc3[nH]nc(C(=O)NCC4CCN(CCc5ccccc5)CC4)c3c2)cn1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69C10>
CHEMBL4749327,7.39,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OC,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69C80>
CHEMBL2386099,7.39,NCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)ccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69CF0>
CHEMBL1099297,7.39,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@@H](CCN)c3ccccc3)cc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69D60>
CHEMBL3401124,7.39,C[C@@H]1CO[C@@H](C)CN1c1nc(-c2ccncc2F)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69DD0>
CHEMBL2064536,7.39,N#Cc1ccccc1-c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69E40>
CHEMBL255905,7.39,OC12CC3CC(C1)CC(Nc1nc(N[C@H]4CC[C@H](O)CC4)ncc1C(F)(F)F)(C3)C2,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69EB0>
CHEMBL4746460,7.39,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69F20>
CHEMBL1087380,7.38,Cn1cc(C2=C(c3cccnc3)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69F90>
CHEMBL584757,7.38,Cc1ccc(-c2ccc3occ(-c4ccc(S(C)(=O)=O)cc4)c3c2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E68040>
CHEMBL4756997,7.38,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E680B0>
CHEMBL261659,7.38,O=C(Nc1n[nH]c2cc(-c3ccc4[nH]ccc4c3)ccc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E68120>
CHEMBL523113,7.38,Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc(Cl)ccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E68190>
CHEMBL406701,7.37,CCC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E68200>
CHEMBL4753347,7.37,NC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E68270>
CHEMBL103628,7.37,CN1CCN(C)CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E682E0>
CHEMBL4514346,7.37,Cc1nc(-c2cccc(O)c2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E68350>
